TimeStamp,Date,Time,User,Tweet,Text,Location,Sentiment,Score,Pos_Score,Neg_Score,Neu_Score
2022-06-19 13:59:02+00:00,2022-06-19,13:59:02,VIOLENCE1133,Huna papa just dey shine teeth for portrait since he take molly ?#FathersDay,huna papa just dey shine teeth for portrait since he take molly fathersday,,0,0.0,0.0,0.0,0.0
2022-06-19 13:59:02+00:00,2022-06-19,13:59:02,lagbenjo,"#FathersDay2022 
#FathersDay 
Happy  father's day to every man who treats their wife just like the princess they ar… https://t.co/7omklRgvoz","fathersday 
fathersday 
happy  fathers day to every man who treats their wife just like the princess they ar… httpstcoomklrgvoz","Lagos, Nigeria",1,0.7351,0.7351,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,robdcorley,"Happy Father's Day to all father's, influencial father's and fatherly figures. #FathersDay",happy fathers day to all fathers influencial fathers and fatherly figures fathersday,,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,faith_abuti,#FathersDay #fathersdaysurprise #FathersDay2022 #kcse @SakajaJohnson Congratulations 👏👏👏👏. Nairobi Governor after August 9th,fathersday fathersdaysurprise fathersday kcse sakajajohnson congratulations 👏👏👏👏 nairobi governor after august th,,1,0.5994,0.5994,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,kvtc1991,"Our super interns with our superb students.
Inclusion elevates all! 🙌💖

#QabilHaiPakistan
.

#KVTC… https://t.co/UCiMG7vqY6","our super interns with our superb students
inclusion elevates all 🙌💖

qabilhaipakistan


kvtc… httpstcoucimgvqy","Karachi, Pakistan",1,0.8402,0.8402,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,OwnbyInsurance,"Happy Father's Day to all our clients, friends, and community! We're proud to be a family business that was started… https://t.co/3dzditwE66",happy fathers day to all our clients friends and community were proud to be a family business that was started… httpstcodzditwe,"Sevierville, TN",1,0.872,0.872,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,GetPalliative,"For #FathersDay we'd like to share the story of a loving daughter, a #nurse practitioner professionally, now in the… https://t.co/vxbG3uG9YA",for fathersday wed like to share the story of a loving daughter a nurse practitioner professionally now in the… httpstcovxbgugya,,1,0.8225,0.8225,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,combinedagents,Happy Father's Day to all our CAA friends! We hope you have a great day celebrating dads. #FathersDay https://t.co/pEeeMk77mP,happy fathers day to all our caa friends we hope you have a great day celebrating dads fathersday httpstcopeeemkmp,"Austin, Texas",1,0.9552,0.9552,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,AuthorJDBroyhil,"Happy Father's Day
#fathersday2022
#fathersday
#AuthorJDBroyhill
#Armbruster
#WhereWickedlyFunMagicBegins...™ https://t.co/DW6qlmi4Dr","happy fathers day
fathersday
fathersday
authorjdbroyhill
armbruster
wherewickedlyfunmagicbegins™ httpstcodwqlmidr","New Braunfels, TX",1,0.5719,0.5719,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,BigIofKansas,"From all of us at KAIA, including our Executive Director Dave and his family, happy Father's Day! We hope our membe… https://t.co/9X2BkAXnG6",from all of us at kaia including our executive director dave and his family happy fathers day we hope our membe… httpstcoxbkaxng,Kansas,1,0.765,0.765,0.0,0.0
2022-06-19 13:59:01+00:00,2022-06-19,13:59:01,JonGordon11,"The greatest gifts a Dad can give his children:
-Love them
-Believe in them
-Guide them
-Listen to them
-Spend time… https://t.co/kNayXDBSiF","the greatest gifts a dad can give his children
love them
believe in them
guide them
listen to them
spend time… httpstcoknayxdbsif","Ponte Vedra Beach, FL",1,0.8555,0.8555,0.0,0.0
2022-06-19 13:59:00+00:00,2022-06-19,13:59:00,AgHires,Happy Father's Day from AgHires! #FathersDay https://t.co/Nj1Jt0fjwg,happy fathers day from aghires fathersday httpstconjjtfjwg,,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:59+00:00,2022-06-19,13:58:59,dalcwbys,This is my 2nd Father’s Day without you being here. I miss you so much daddy. Love you to infinity. Happy Fathers D… https://t.co/FOFibeoa12,this is my nd father’s day without you being here i miss you so much daddy love you to infinity happy fathers d… httpstcofofibeoa,"San Antonio, TX",1,0.8207,0.8207,0.0,0.0
2022-06-19 13:58:59+00:00,2022-06-19,13:58:59,dumbitpatra12,*le my father after seeing my #FathersDay status. https://t.co/t5tjUsuD4j,le my father after seeing my fathersday status httpstcottjusudj,Aao kabhi clinic pe ,0,0.0,0.0,0.0,0.0
2022-06-19 13:58:58+00:00,2022-06-19,13:58:58,67dc,"Happy #fathersday to all my friends who are fathers @ Brampton, Ontario https://t.co/ACwJN3KAXM",happy fathersday to all my friends who are fathers  brampton ontario httpstcoacwjnkaxm,"Brampton, Ontario",1,0.7783,0.7783,0.0,0.0
2022-06-19 13:58:58+00:00,2022-06-19,13:58:58,PAOKbasketball,"Happy Father’s Day 🤍🖤

#FathersDay 🫂 #family 
#PAOK 🏁 https://t.co/vTw8rNlsUn","happy father’s day 🤍🖤

fathersday 🫂 family 
paok 🏁 httpstcovtwrnlsun",Thessaloniki,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:58+00:00,2022-06-19,13:58:58,MildredGP,"A father is neither an anchor to hold us back nor a sail to take us there, but a guiding light whose love shows us… https://t.co/FLSK4uswnX",a father is neither an anchor to hold us back nor a sail to take us there but a guiding light whose love shows us… httpstcoflskuswnx,"Pembroke Pines, FL",1,0.7783,0.7783,0.0,0.0
2022-06-19 13:58:57+00:00,2022-06-19,13:58:57,1965graeme1965,"Liverpool  - where Father's Day cards are sold in 6 packs.

#FathersDay","liverpool   where fathers day cards are sold in  packs

fathersday",,0,0.0,0.0,0.0,0.0
2022-06-19 13:58:56+00:00,2022-06-19,13:58:56,irvingact3,Happy Heavenly #FathersDay to my dad. 💙 https://t.co/lqK8ZSoNHX,happy heavenly fathersday to my dad 💙 httpstcolqkzsonhx,"London, England",1,0.8271,0.8271,0.0,0.0
2022-06-19 13:58:56+00:00,2022-06-19,13:58:56,Aurthi_Aura,"Happy Father's Day Everyone!😊❤
#AshokShukla uncle ji,you're one of the best father who've raised a son like… https://t.co/a7loYrtPk7","happy fathers day everyone😊❤
ashokshukla uncle jiyoure one of the best father whove raised a son like… httpstcoaloyrtpk",,1,0.836,0.836,0.0,0.0
2022-06-19 13:58:55+00:00,2022-06-19,13:58:55,Bobuxking15,@YouTubeIndia Happy father's day #fathersDay,youtubeindia happy fathers day fathersday,Mars 😂,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:54+00:00,2022-06-19,13:58:54,MetroConnection,Wishing everyone a very special Father's Day! #fathersday #fathersday2022 https://t.co/Z3qeuTB4L1,wishing everyone a very special fathers day fathersday fathersday httpstcozqeutbl,New York,1,0.5984,0.5984,0.0,0.0
2022-06-19 13:58:54+00:00,2022-06-19,13:58:54,jemi_dm,So many salty tweets I could write today but I'm gonna keep it kind. To anyone who have to deal with shitty parents… https://t.co/xBLMLZwOWl,so many salty tweets i could write today but im gonna keep it kind to anyone who have to deal with shitty parents… httpstcoxblmlzwowl,Boobeeland 👻🐝🏝️,0,-0.0772,0.0,0.0,-0.0772
2022-06-19 13:58:53+00:00,2022-06-19,13:58:53,thatblitheguy,"What’s your favourite stock in this bear market?

Mine is Varun Beverages 

#stockmarkets #FathersDay #sunday… https://t.co/dpHsjT6wKb","what’s your favourite stock in this bear market

mine is varun beverages 

stockmarkets fathersday sunday… httpstcodphsjtwkb",,0,0.0,0.0,0.0,0.0
2022-06-19 13:58:53+00:00,2022-06-19,13:58:53,Veeky_Blargg,The process… #uiux #ui #uidesign #uiuxdesign #FathersDay https://t.co/nk9FmRje0G,the process… uiux ui uidesign uiuxdesign fathersday httpstconkfmrjeg,Figma,0,0.0,0.0,0.0,0.0
2022-06-19 13:58:52+00:00,2022-06-19,13:58:52,tedcruz,"Happy Father’s Day to my dad, my hero. 

Nothing brings me more joy than being a father! #FathersDay https://t.co/YmwGI3p9K6","happy father’s day to my dad my hero 

nothing brings me more joy than being a father fathersday httpstcoymwgipk","Houston, Texas",1,0.908,0.908,0.0,0.0
2022-06-19 13:58:51+00:00,2022-06-19,13:58:51,KGuest22,Happy Fathers Day to all the dads who aren’t the Wordle word of the day. #Wordle #FathersDay #HappyFathersDay,happy fathers day to all the dads who aren’t the wordle word of the day wordle fathersday happyfathersday,NY,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:51+00:00,2022-06-19,13:58:51,OoiTKD,"Happy Father’s Day to all the #tkddads and other father figures in the #ooitkdfamily! 

#ooitaekwondo #fathersday https://t.co/iSIltfsMJe","happy father’s day to all the tkddads and other father figures in the ooitkdfamily 

ooitaekwondo fathersday httpstcoisiltfsmje","Ontario, Canada",1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:51+00:00,2022-06-19,13:58:51,JimmyDukesBoi,30% off all beats today use code FATHERSDAY at checkout!, off all beats today use code fathersday at checkout,Buffalo,0,0.0,0.0,0.0,0.0
2022-06-19 13:58:51+00:00,2022-06-19,13:58:51,jahzielponce,"Being today #FathersDay ,it is fair thay we say to ourselves VALAR DOHAERIS. 
@GameOfThrones @HouseofDragon… https://t.co/7N1V7VZ1L2","being today fathersday it is fair thay we say to ourselves valar dohaeris 
gameofthrones houseofdragon… httpstconvvzl",México Tenochtitlán,0,0.3182,0.0,0.0,0.3182
2022-06-19 13:58:50+00:00,2022-06-19,13:58:50,RajputTiger19,On this day #India extends a suggestion-support peace within your country instead of spreading hatred for the world… https://t.co/1QdPNnPm0O,on this day india extends a suggestionsupport peace within your country instead of spreading hatred for the world… httpstcoqdpnnpmo,,-1,-0.0516,0.0,-0.0516,0.0
2022-06-19 13:58:50+00:00,2022-06-19,13:58:50,andre1begin,"#FathersDay 
How Dad's encouragement for math helped my writing as well. 
https://t.co/bLBRk8yHxm  
#writing… https://t.co/VoW2WsHvB0","fathersday 
how dads encouragement for math helped my writing as well 
httpstcoblbrkyhxm  
writing… httpstcovowwshvb","Ottawa, Canada",1,0.5994,0.5994,0.0,0.0
2022-06-19 13:58:50+00:00,2022-06-19,13:58:50,Titogains,Happy #FathersDay  and #juneteenth2022 https://t.co/RY6ICuRrMF,happy fathersday  and juneteenth httpstcoryicurrmf,,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:50+00:00,2022-06-19,13:58:50,GrowthInClub,"Please DM or reach us back to collaborate 

#investing #investor #Investment #invest #InvestInYou #investigation… https://t.co/PAUt4ycE5Y","please dm or reach us back to collaborate 

investing investor investment invest investinyou investigation… httpstcopautycey","Hyderabad, India",1,0.34,0.34,0.0,0.0
2022-06-19 13:58:49+00:00,2022-06-19,13:58:49,EFLFighters,"Happy #FathersDay to the GOAT, Founder and Father of the nation. We will restore Ghana onto the right path. https://t.co/xMiGvecf9v",happy fathersday to the goat founder and father of the nation we will restore ghana onto the right path httpstcoxmigvecfv,Ghana,1,0.7096,0.7096,0.0,0.0
2022-06-19 13:58:49+00:00,2022-06-19,13:58:49,natie718,"Happy Father's day to all the people that play the father role!!! 
#FathersDay #FathersDay2022 #fatherhood.","happy fathers day to all the people that play the father role 
fathersday fathersday fatherhood",don't worry about it ,1,0.7269,0.7269,0.0,0.0
2022-06-19 13:58:47+00:00,2022-06-19,13:58:47,TheATLSGRhosHS,"Happy Father's Day! Enjoy every moment of this special day! 💛💙

#SigmaGammaRho #SGRho #SGRho100 #Greater… https://t.co/37WWpA2T54","happy fathers day enjoy every moment of this special day 💛💙

sigmagammarho sgrho sgrho greater… httpstcowwpat","Atlanta, GA",1,0.8757,0.8757,0.0,0.0
2022-06-19 13:58:47+00:00,2022-06-19,13:58:47,Mr_Gamer990,"Will leave this here for the BEST #Dad in the world!

❤️💜💙💚🌟😉😊

@_emmiboo_ @marathonsun 

#HappyFathersDay… https://t.co/vqwdUPNgyW","will leave this here for the best dad in the world

❤️💜💙💚🌟😉😊

emmiboo marathonsun 

happyfathersday… httpstcovqwdupngyw","Wherever ""home"" is. 🏠🖤",1,0.6124,0.6124,0.0,0.0
2022-06-19 13:58:47+00:00,2022-06-19,13:58:47,umerjutt424,"Happy Father's Day❤️
May God bless our parents with good and healthy life. Ameen
#FathersDay #fathersdaysurprise… https://t.co/vbgFPAk9UV","happy fathers day❤️
may god bless our parents with good and healthy life ameen
fathersday fathersdaysurprise… httpstcovbgfpakuv","Multan, Pakistan",1,0.9217,0.9217,0.0,0.0
2022-06-19 13:58:46+00:00,2022-06-19,13:58:46,RTRSTL80,Happy Fathers Day to all you dads out there! And moms too doing double duty #FathersDay,happy fathers day to all you dads out there and moms too doing double duty fathersday,United States,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:46+00:00,2022-06-19,13:58:46,ryanoconnell79,"Facts are facts 
#FathersDay #dadjokes https://t.co/HPKkLonQWR","facts are facts 
fathersday dadjokes httpstcohpkklonqwr","Point Pleasant, NJ",0,0.0,0.0,0.0,0.0
2022-06-19 13:58:46+00:00,2022-06-19,13:58:46,Mr_heartbraek,"Me pretending I got fucked over by the dip.....but I was literally shorting everything last month 😁😁😁

#FathersDay… https://t.co/3uwOEK79Br","me pretending i got fucked over by the  i was literally shorting everything last month 😁😁😁

fathersday… httpstcouwoekbr",,-1,-0.6124,0.0,-0.6124,0.0
2022-06-19 13:58:45+00:00,2022-06-19,13:58:45,CRogers165,"#FathersDay for the past 6 years has been difficult without my Dad. I’m grateful for the 20 year I had with him.

J… https://t.co/97rdUNhNQD","fathersday for the past  years has been difficult without my dad i’m grateful for the  year i had with him

j… httpstcordunhnqd","Stillwater, OK",1,0.128,0.128,0.0,0.0
2022-06-19 13:58:45+00:00,2022-06-19,13:58:45,Archerz_7,"Sweet male German Shepherd for sale. 
Location : Ibadan
Sex : Males left
Price : 50K (Not Negotiable) 
Call or what… https://t.co/nuxS0hyu6g","sweet male german shepherd for sale 
location  ibadan
sex  males left
price  k not negotiable 
call or what… httpstconuxshyug",,1,0.4588,0.4588,0.0,0.0
2022-06-19 13:58:44+00:00,2022-06-19,13:58:44,campus_arena,"Happy father's day to all fathers. 
#CampusArena
#FathersDay","happy fathers day to all fathers 
campusarena
fathersday",Everywhere Info Dey we dey,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:43+00:00,2022-06-19,13:58:43,OfficialMrMann,"Happy First Fathers day to me, and to all where applies.👨🏽‍🍼👶🏽 Happy two year wedding anniversary to my wife and I.… https://t.co/DgmeEDPtgU",happy first fathers day to me and to all where applies👨🏽‍🍼👶🏽 happy two year wedding anniversary to my wife and i… httpstcodgmeedptgu,New York City,1,0.8126,0.8126,0.0,0.0
2022-06-19 13:58:43+00:00,2022-06-19,13:58:43,CoastalMiddle,Happy Father’s Day to all of our amazing CMS Dads! #cmsseahawks #cmsfamily #fathersday @ Coastal Middle School https://t.co/KWMVqK8g9Z,happy father’s day to all of our amazing cms dads cmsseahawks cmsfamily fathersday  coastal middle school httpstcokwmvqkgz,,1,0.8176,0.8176,0.0,0.0
2022-06-19 13:58:43+00:00,2022-06-19,13:58:43,BBrewdoo,#juneteenth2022 and #fathersday on the same day.  If you don’t enjoy this irony you don’t like comedy.,juneteenth and fathersday on the same day  if you don’t enjoy this irony you don’t like comedy,"Milwaukee, WI",1,0.7876,0.7876,0.0,0.0
2022-06-19 13:58:43+00:00,2022-06-19,13:58:43,Bunshrimp,"It's dad day today! 💕
#artwork #FathersDay https://t.co/AyUMlSCrWc","its dad day today 💕
artwork fathersday httpstcoayumlscrwc",,0,0.0,0.0,0.0,0.0
2022-06-19 13:58:43+00:00,2022-06-19,13:58:43,CParisSparkles,I love you so much and I miss you more than life. You are the best dad I could have asked for you were not perfect… https://t.co/7urqhPCJ7m,i love you so much and i miss you more than life you are the best dad i could have asked for you were not perfect… httpstcourqhpcjm,"Austin,TX",1,0.8194,0.8194,0.0,0.0
2022-06-19 13:58:42+00:00,2022-06-19,13:58:42,Demigorn,"Un popular tweet coming! 👀

I am so sick of days being dedicated to remembering, loving or caring for others 1 day… https://t.co/FeDYAux3Zd","un popular tweet coming 👀

i am so sick of days being dedicated to remembering loving or caring for others  day… httpstcofedyauxzd",The Demiverse,1,0.8252,0.8252,0.0,0.0
2022-06-19 13:58:41+00:00,2022-06-19,13:58:41,BigVanVaper,@skybingo #FathersDay my dad's sense of humour is second to none and he always makes me laugh when I'm feeling down,skybingo fathersday my dads sense of humour is second to none and he always makes me laugh when im feeling down,"Scotland, United Kingdom",1,0.802,0.802,0.0,0.0
2022-06-19 13:58:41+00:00,2022-06-19,13:58:41,FixNewsPlease,#FathersDay is celebrated on the third Sunday in June.,fathersday is celebrated on the third sunday in june,Nova Scotia,1,0.5719,0.5719,0.0,0.0
2022-06-19 13:58:40+00:00,2022-06-19,13:58:40,DaveMReports,Program reminder today's #Phillies game against the Nationals will not be on TV it will be exclusive to Peacock… https://t.co/0PlYv8IaKb,program reminder todays phillies game against the nationals will not be on tv it will be exclusive to peacock… httpstcoplyviakb,Havertown PA,1,0.128,0.128,0.0,0.0
2022-06-19 13:58:40+00:00,2022-06-19,13:58:40,noisybrooklyn1,"Sending love to my friends who have a tough time with today. For those who have fathers that have passed away, are… https://t.co/1L5HfAoqtm",sending love to my friends who have a tough time with today for those who have fathers that have passed away are… httpstcolhfaoqtm,The county of Kings,1,0.7783,0.7783,0.0,0.0
2022-06-19 13:58:39+00:00,2022-06-19,13:58:39,jastockex,"We wish a Happy Father's Day to all the fathers on this TL! 🎉 

We hope you'll have a great day, one that sets the… https://t.co/YK2JSoky9O","we wish a happy fathers day to all the fathers on this tl 🎉 

we hope youll have a great day one that sets the… httpstcoykjsokyo",Jamaica W.I,1,0.9246,0.9246,0.0,0.0
2022-06-19 13:58:39+00:00,2022-06-19,13:58:39,together21_pcp,"Happy #FathersDay everyone!

To all the amazing role models that have and continue to help and guide us through lif… https://t.co/jd2fk4rEUK","happy fathersday everyone

to all the amazing role models that have and continue to help and guide us through lif… httpstcojdfkreuk","Newton Aycliffe, County Durham",1,0.8807,0.8807,0.0,0.0
2022-06-19 13:58:39+00:00,2022-06-19,13:58:39,mindbodygarden,"For all Dads out there, you're our hero and role model. Thanks for being there for us and being a great example!… https://t.co/AcRQv70KWh",for all dads out there youre our hero and role model thanks for being there for us and being a great example… httpstcoacrqvkwh,SF,1,0.891,0.891,0.0,0.0
2022-06-19 13:58:38+00:00,2022-06-19,13:58:38,AlecNewman1,I know everyone’s Dad is “amazing.”But mine actually is. Love you Dad. 💥❤️#FathersDay,i know everyone’s dad is “amazing”but mine actually is love you dad 💥❤️fathersday,London,1,0.6369,0.6369,0.0,0.0
2022-06-19 14:02:47+00:00,2022-06-19,14:02:47,winsorlawonline,Happy Father's Day. #FathersDay #WinsorLawFirm #ProsperityLaw https://t.co/0m4207fxrU,happy fathers day fathersday winsorlawfirm prosperitylaw httpstcomfxru,Arizona,1,0.5719,0.5719,0,0
2022-06-19 14:03:07+00:00,2022-06-19,14:03:07,StMaryCenter,"The older we get, the wiser our fathers seem. Thank you to the men who guided us, believed in us, and gave us someo� https://t.co/WxMLW2qCke",the older we get the wiser our fathers seem thank you to the men who guided us believed in us and gave us someo� httpstcowxmlwqcke,"701 Lansdale Ave Lansdale, Pen",1,0.5719,0.5719,0,0
2022-06-19 14:17:24+00:00,2022-06-19,14:17:24,abay_insaan_ban,"Happy Father's Day Dad.

We miss you so much.

#FathersDay #Edhi https://t.co/i0ynIBoU58","happy fathers day dad

we miss you so much

fathersday edhi httpstcoiynibou",Mohenjo-Daro,1,0.4767,0.4767,0,0
2022-06-19 14:17:29+00:00,2022-06-19,14:17:29,Olawale2809,"Happy Father's Day to all the Men out there doing all they can to keep their family safe and happy.

May you live l� https://t.co/FJVovbfdEo","happy fathers day to all the men out there doing all they can to keep their family safe and happy

may you live l� httpstcofjvovbfdeo","Lagos, Nigeria",1,0.8834,0.8834,0,0
2022-06-19 14:18:10+00:00,2022-06-19,14:18:10,DeSan_TouchThis,#FathersDay is more important and meaningful than #Pride and #juneteenth combined,fathersday is more important and meaningful than pride and juneteenth combined,,1,0.7233,0.7233,0,0
2022-06-19 14:18:29+00:00,2022-06-19,14:18:29,ChaosPixieMagic,Well I thought I was going to handle this #FathersDay totally fine. And then I burst into tears because I accidenta� https://t.co/BUBW8ruKuL,well i thought i was going to handle this fathersday totally fine and then i burst into tears because i accidenta� httpstcobubwrukul,,1,0.3167,0.3167,0,0
2022-06-19 14:19:28+00:00,2022-06-19,14:19:28,ParishCatechist,"Happy Father�s Day to all fathers, those who take on a father�s role, and especially those fathers who have died. A� https://t.co/8wNTjN2JKZ",happy father�s day to all fathers those who take on a father�s role and especially those fathers who have died a� httpstcowntjnjkz,Dublin 24,0,0.0258,0,0,0.0258
2022-06-19 14:20:14+00:00,2022-06-19,14:20:14,gjzielinski,The Republican Party would like to wish a Happy #FathersDay to all the rapists out there!,the republican party would like to wish a happy fathersday to all the rapists out there,,1,0.743,0.743,0,0
2022-06-19 14:20:36+00:00,2022-06-19,14:20:36,BasicAssBitch9,Happy Fathers Day to all my daddies past and present #FathersDay #daddy,happy fathers day to all my daddies past and present fathersday daddy,,1,0.5719,0.5719,0,0
2022-06-19 14:38:26+00:00,2022-06-19,14:38:26,AveMariaLaw,"A lot going on today! 

Happy #FathersDay to all the men who have poured out themselves for the good of another, yo� https://t.co/bWtQoI3MCF","a lot going on today 

happy fathersday to all the men who have poured out themselves for the good of another yo� httpstcobwtqoimcf","Naples, FL",1,0.765,0.765,0,0
2022-06-19 14:38:47+00:00,2022-06-19,14:38:47,ironworker1,"Lovely Father�s Day gift via @NYTimes, comparing US troubles to failed democracies in Central Europe, Peru, Equador� https://t.co/lL0nUVpdgB",lovely father�s day gift via nytimes comparing us troubles to failed democracies in central europe peru equador� httpstcollnuvpdgb,,1,0.1027,0.1027,0,0
2022-06-19 14:39:07+00:00,2022-06-19,14:39:07,MerrilleeWhren,Sweet Romance Reads: The Muse for the Fathers in My Stories by Merri Ma... https://t.co/BGUPhi1m0g @Merri_Maywether� https://t.co/k2r7l7dqWl,sweet romance reads the muse for the fathers in my stories by merri ma httpstcobguphimg merrimaywether� httpstcokrldqwl,Arizona,1,0.765,0.765,0,0
2022-06-19 14:39:30+00:00,2022-06-19,14:39:30,samyakspeaks,"An awesome video on #FathersDay !
Must watch! Don�t forget his sacrifices and his unconditional love! 
2/2 https://t.co/798SyZ2G6t","an awesome video on fathersday 
must watch don�t forget his sacrifices and his unconditional love 
 httpstcosyzgt",India,1,0.8126,0.8126,0,0
